,id,name,normalized_name,category_code,status,founded_at,country_code,city,region,first_investment_at,last_investment_at,investment_rounds,invested_companies,first_funding_at,last_funding_at,funding_rounds,funding_total_usd,first_milestone_at,last_milestone_at,milestones,relationships
133258,c:27752,Ubitexx,ubitexx,software,acquired,2002-08-01,DEU,Munich,Munich,,,0,0,2006-11-28,2008-11-14,2,4336000.0,2010-07-14,2011-05-02,2,5
133259,c:277520,Knoda,knoda,software,operating,,USA,,Kansas - Other,,,0,0,2013-11-21,2013-11-21,1,200000.0,,,0,1
133260,c:277521,The Nest Collective,the nest collective,,operating,2007-01-01,USA,Emeryville,SF Bay,,,0,0,2012-01-01,2012-01-01,1,500100.0,,,0,0
133268,c:277529,Quake Labs,quake labs,,operating,,,,unknown,,,0,0,2012-01-01,2012-01-01,1,1000000.0,,,0,0
133269,c:27753,Helpmycash,helpmycash,software,operating,2007-01-01,ESP,Barcelona,Barcelona,,,0,0,2008-10-30,2008-10-30,1,3860000.0,,,0,1
133270,c:277530,Rubicon Media,rubicon media,news,operating,,USA,San Francisco,SF Bay,,,0,0,2013-11-06,2013-11-06,1,22546303.0,,,0,1
133275,c:277535,bizsol,bizsol,software,operating,2011-02-07,IND,Chennai,Chennai,,,0,0,2011-02-01,2011-02-01,1,50000.0,2011-02-06,2011-02-06,1,1
133291,c:27755,Liligo.com,liligo,software,acquired,2006-01-01,FRA,Paris,Paris,,,0,0,2008-11-25,2008-11-25,1,3900000.0,2009-03-01,2010-09-28,2,2
133293,c:277552,Nu-B-2B,nu b 2b,health,operating,,USA,,Iowa - Other,,,0,0,2013-11-06,2013-11-06,1,13500.0,,,0,3
133299,c:27756,XRONet,xronet,semiconductor,operating,2005-01-01,KOR,SeongNam,Seongnam,,,0,0,2008-11-28,2008-11-28,1,4000000.0,,,0,0
133303,c:277563,CO3 Ventures,co3 ventures,biotech,operating,2009-01-01,USA,Baltimore,Baltimore,,,0,0,2010-07-15,2010-07-15,1,520000.0,,,0,1
133307,c:277567,Archivers,archivers,web,operating,,USA,Minnetonka,Minneapolis,,,0,0,2011-06-22,2011-06-22,1,2883196.0,,,0,1
133310,c:27757,PlayDo,playdo,software,operating,1999-01-01,SWE,Stockholm,Stockholm,,,0,0,2008-12-17,2008-12-17,1,4290000.0,,,0,0
133330,c:27759,LxDATA,lxdata,,operating,,CAN,Quebec,Quebec,,,0,0,2005-01-01,2008-10-07,3,18870000.0,,,0,0
133332,c:277591,Stick and Play,stick and play,social,operating,2012-01-01,POL,Warsaw,Warsaw,,,0,0,2013-01-01,2013-01-01,1,100000.0,2013-01-01,2013-01-01,1,2
133333,c:277592,Nuvola Systems,nuvola systems,software,operating,,CHN,Suzhou Industrial Park,Suzhou Industrial Park,,,0,0,2011-04-07,2011-06-09,2,3000000.0,,,0,1
133335,c:277596,Lendstar,lendstar,mobile,operating,2013-02-20,DEU,Starnberg,Starnberg,,,0,0,2013-02-26,2013-10-04,4,60000.0,2013-07-01,2013-07-01,1,3
133340,c:27760,Audionamix,audionamix,other,operating,2003-09-18,FRA,Paris,Paris,,,0,0,2007-01-01,2008-11-05,2,5930000.0,,,0,3
133341,c:277600,nth Solutions,nth solutions,hardware,operating,,USA,Exton,Philadelphia,,,0,0,2011-06-16,2011-06-16,1,105000.0,,,0,2
133343,c:277602,Your Dollar Matters,your dollar matters,,operating,2009-01-01,USA,Olympia,Olympia,,,0,0,2011-06-29,2011-06-29,1,300000.0,,,0,0
133347,c:277606,Atlas Therapeutics,atlas therapeutics,biotech,operating,,USA,Marina del Rey,Los Angeles,,,0,0,2011-03-08,2011-06-15,2,1853000.0,,,0,1
133349,c:277608,Nosopharm,nosopharm,biotech,operating,2009-01-01,FRA,Nimes,unknown,,,0,0,2013-11-07,2013-11-07,1,1119342.0,,,0,2
133351,c:27761,Trinean,trinean,hardware,operating,2006-01-01,BEL,Gentbrugge,Gentbrugge,,,0,0,2008-10-17,2012-04-27,2,8281830.0,,,0,3
133361,c:27762,CommProve,commprove,software,operating,1996-01-01,IRL,,Ireland - Other,,,0,0,2008-09-15,2010-10-20,2,18000000.0,2008-12-01,2008-12-01,1,3
133363,c:277621,Windward,windward,security,operating,,,,unknown,,,0,0,2013-11-07,2013-11-07,1,5000000.0,,,0,3
133365,c:277623,Bethany Lutheran Home for the Aged,bethany lutheran home for the aged,health,operating,,USA,Sioux Falls,Sioux Falls,,,0,0,2011-05-19,2011-05-19,1,7750000.0,,,0,1
133394,c:277652,Jack Erwin,jack erwin,manufacturing,operating,2013-05-01,USA,New York,New York,,,0,0,2013-08-31,2013-08-31,1,750000.0,,,0,2
133400,c:27766,Innolume,innolume,semiconductor,operating,,DEU,,Germany - Other,,,0,0,2006-06-15,2008-08-04,2,22346760.0,2010-01-01,2010-01-01,1,2
133415,c:277676,Espresso Logic,espresso logic,software,operating,2013-09-09,USA,Santa Clara,SF Bay,,,0,0,2013-11-07,2013-11-07,1,1600000.0,2013-09-01,2013-11-07,2,4
133425,c:27769,Collibra,collibra,enterprise,operating,2008-06-01,BEL,Brussels,Brussels,,,0,0,2008-01-01,2008-01-01,1,1251285.0,,,0,5
133427,c:277691,Chipolo,chipolo,hardware,operating,,,,unknown,,,0,0,2013-11-29,2013-11-29,1,290000.0,2013-11-07,2013-11-07,1,0
133442,c:277707,The Wireless Registry,the wireless registry,mobile,operating,2013-02-15,USA,Washington,Washington DC,,,0,0,2013-10-15,2013-10-15,1,850000.0,2013-02-15,2013-02-15,1,2
133447,c:277712,Netmoda Internet Hizmetleri A.S.,netmoda internet hizmetleri a s,fashion,operating,2012-06-10,TUR,Sisli,TBD,,,0,0,2013-02-01,2013-02-01,1,1100000.0,2012-06-01,2012-06-01,1,1
133481,c:277747,Digital Globe Services,digital globe services,software,operating,,GBR,London,London,,,0,0,2013-11-07,2013-11-07,1,1000000.0,,,0,1
133487,c:277754,Jut Inc,jut,analytics,operating,2013-01-01,USA,San Francisco,SF Bay,,,0,0,2013-11-07,2013-11-07,1,20000000.0,2013-06-15,2013-06-15,1,4
133488,c:277755,Fin Quiver,fin quiver,,operating,,,,unknown,,,0,0,2012-01-01,2012-01-01,1,1000000.0,,,0,0
133503,c:277769,Stimwave Technologies,stimwave technologies,hardware,operating,2010-01-01,USA,Scottsdale,Phoenix,,,0,0,2013-11-06,2013-11-06,1,2715000.0,,,0,1
133506,c:277771,myRealTrip,myrealtrip,travel,operating,2012-02-29,KOR,Gyeonggi-do,Gyeonggi-do,,,0,0,2012-02-02,2013-04-08,2,390000.0,2013-04-03,2013-04-03,1,3
133507,c:277772,Automation Alley,automation alley,manufacturing,operating,,USA,Troy,Detroit,,,0,0,2013-11-07,2013-11-07,1,5000000.0,,,0,3
133512,c:277778,Hosted America,hosted america,mobile,operating,,USA,Raleigh,Raleigh-Durham,,,0,0,2013-11-06,2013-11-06,1,500000.0,,,0,1
133514,c:27778,Confluence Solar,confluence solar,cleantech,acquired,,USA,Hazelwood,Saint Louis,,,0,0,2008-09-24,2008-09-24,1,12700000.0,,,0,2
133515,c:277781,Hello Agent,hello agent,other,operating,,USA,MIDDLETON,Middleton,,,0,0,2013-11-05,2013-11-05,1,142500.0,,,0,0
133516,c:277782,Decisionlink,decisionlink,software,operating,,USA,Atlanta,Atlanta,,,0,0,2013-11-07,2013-11-07,1,813120.0,,,0,1
133524,c:27779,iWatt,iwatt,cleantech,acquired,2000-01-01,USA,Los Gatos,SF Bay,,,0,0,2006-10-12,2008-07-08,2,19400000.0,2011-01-01,2012-08-29,3,2
133532,c:277797,SeniorCare,seniorcare,hospitality,operating,,USA,Oakmont,Pittsburg,,,0,0,2013-11-07,2013-11-07,1,480000.0,,,0,1
133549,c:277811,Elämysluotain,elämysluotain,travel,operating,,,,unknown,,,0,0,2012-12-12,2012-12-12,1,30000.0,,,0,3
133569,c:27783,Percello,percello,semiconductor,acquired,2007-01-01,ISR,Raanana,Raanana,,,0,0,2008-09-09,2008-09-09,1,12000000.0,,,0,2
133575,c:277835,EcoDomus,ecodomus,software,operating,2010-01-01,USA,San Francisco,SF Bay,,,0,0,2011-05-25,2011-05-25,1,500000.0,,,0,2
133578,c:277838,WISE s.r.l,wise,hardware,operating,2011-02-09,ITA,Milano,Milano,,,0,0,2013-11-08,2013-11-08,1,1286600.0,,,0,0
133593,c:277853,Community Medical Centers,community medical centers,medical,operating,,USA,Clovis,Clovis,,,0,0,2013-11-08,2013-11-08,1,700000.0,,,0,3
133617,c:277877,Arbovax,arbovax,,operating,,USA,Raleigh,Raleigh-Durham,,,0,0,2011-05-25,2011-05-25,1,1735000.0,,,0,1
133620,c:27788,Infolinks,infolinks,advertising,operating,2007-01-01,USA,Palo Alto,SF Bay,,,0,0,2008-04-01,2009-02-01,2,2500000.0,2012-11-01,2013-08-01,2,11
133628,c:277888,Thorne Holding,thorne holding,,operating,2011-01-01,USA,Boston,Boston,,,0,0,2011-05-24,2011-05-24,1,12700000.0,,,0,2
133633,c:277892,Alta Analog,alta analog,semiconductor,operating,,USA,Campbell,SF Bay,,,0,0,2011-05-12,2011-05-12,1,1700000.0,,,0,3
133637,c:277896,IOCOM,iocom,software,operating,1999-01-01,USA,Chicago,Chicago,,,0,0,2011-05-25,2011-05-25,1,4543284.0,,,0,2
133644,c:277901,BioPoly,biopoly,biotech,operating,2006-01-01,USA,Fort Wayne,Fort Wayne,,,0,0,2011-05-25,2011-05-25,1,2500000.0,,,0,1
133645,c:277902,BizNet Software,biznet software,software,operating,,USA,Dallas,Dallas,,,0,0,2011-05-19,2011-05-19,1,21991.0,,,0,2
133646,c:277903,Accessbio,accessbio,biotech,operating,,USA,somerset,Somerset,,,0,0,2011-05-25,2011-05-25,1,12000000.0,,,0,1
133648,c:277905,Nuvyyo,nuvyyo,hardware,operating,2010-01-01,CAN,Kanata,Kanata,,,0,0,2013-11-08,2013-11-08,1,4000000.0,2013-11-08,2013-11-08,1,1
133654,c:277910,Euclid Systems,euclid systems,health,operating,,USA,Herndon,Washington DC,,,0,0,2011-05-19,2011-05-19,1,611250.0,,,0,1
133677,c:277934,Obiesoft,obiesoft,real_estate,operating,2012-11-01,USA,Charlotte,Charlotte,,,0,0,2012-12-01,2013-12-05,2,245000.0,2012-11-01,2012-11-01,1,1
133723,c:277982,SystematicBytes,systematicbytes,software,operating,2010-01-01,PAK,Lahire,TBD,,,0,0,2010-01-01,2010-01-01,1,10000.0,2010-01-01,2010-01-01,1,1
133736,c:278,DeliveryEdge,deliveryedge,ecommerce,closed,2006-09-01,USA,San Francisco,SF Bay,,,0,0,2007-12-01,2007-12-01,1,1500000.0,2009-04-03,2009-04-03,1,6
133748,c:27801,Tagoo,tagoo,search,operating,2007-12-25,RUS,Moscow,Moscow,,,0,0,2008-01-17,2008-07-09,2,1030000.0,,,0,2
133797,c:27806,KeyLemon,keylemon,software,operating,2008-05-14,CHE,Martigny,Martigny,,,0,0,2013-09-02,2013-09-02,1,1500000.0,2010-08-24,2013-09-02,3,7
133862,c:27812,VBrick Systems,vbrick systems,enterprise,operating,1997-01-01,USA,Herndon,Washington DC,,,0,0,2008-10-29,2012-10-11,2,16900000.0,2011-02-22,2013-04-01,3,8
133924,c:278181,Bluetector,bluetector,cleantech,operating,2012-02-01,CHE,Luzern,Luzern,,,0,0,2013-03-31,2013-03-31,1,600000.0,,,0,3
133958,c:278218,ApplyInc.com,applyinc,real_estate,operating,2013-02-16,USA,New York,New York,,,0,0,2013-02-15,2013-02-15,1,125000.0,2013-01-02,2013-01-02,1,1
133996,c:278256,Compumatrix,compumatrix,web,operating,2006-11-22,USA,Salem,Salem,,,0,0,2012-12-20,2012-12-20,1,400000.0,2013-06-10,2013-06-10,1,14
134007,c:278266,Prefundia,prefundia,ecommerce,operating,1988-06-01,USA,Provo,Salt Lake City,,,0,0,2013-07-01,2013-07-01,1,20000.0,2013-06-01,2013-06-01,1,3
134019,c:278277,STERIS Corporation,steris,biotech,operating,1985-01-01,USA,Pittsburgh,Pittsburg,,,0,0,2010-05-21,2010-05-21,1,285000.0,,,0,3
134022,c:27828,Apreso Classroom,apreso classroom,software,closed,,USA,Dulles,Washington DC,,,0,0,2008-10-14,2008-10-14,1,15000000.0,,,0,0
134054,c:278308,AfterYes,afteryes,web,operating,2013-06-01,USA,Richmond Hill,TBD,,,0,0,2013-07-01,2013-07-01,1,20000.0,,,0,0
134080,c:278334,DirectPhotonics Industries,directphotonics industries,manufacturing,operating,2011-01-01,DEU,Berlin,Berlin,,,0,0,2013-11-10,2013-11-10,1,4245780.0,,,0,2
134081,c:278335,Mobile Learning Networks,mobile learning networks,software,operating,,USA,San Diego,San Diego,,,0,0,2013-11-08,2013-11-08,1,350000.0,,,0,2
134082,c:278336,Sub10 Systems,sub10 systems,hardware,operating,2010-01-01,GBR,Devon,Devon,,,0,0,2013-11-10,2013-11-10,1,3788129.0,,,0,3
134085,c:278339,Drop til you Shop,drop til you shop,ecommerce,operating,2012-01-01,USA,New York,New York,,,0,0,2013-11-10,2013-11-10,1,1250000.0,,,0,2
134086,c:278340,Avance Pay,avance pay,finance,operating,2011-01-01,CHE,Belp - Bern,TBD,,,0,0,2013-11-08,2013-11-08,1,2100000.0,,,0,1
134088,c:278342,Arganteal,arganteal,analytics,operating,,USA,Austin,Austin,,,0,0,2013-11-08,2013-11-08,1,448000.0,,,0,1
134108,c:278360,Iid Security,iid security,other,operating,,USA,Tacoma,Seattle,,,0,0,2013-11-08,2013-11-08,1,8000000.0,,,0,1
134127,c:278379,Bitpagos,bitpagos,finance,operating,2013-01-01,USA,Wilmington,Willmington,,,0,0,2013-11-08,2013-11-08,1,107235.0,,,0,2
134137,c:278390,PracticeIgnition,practiceignition,analytics,operating,,,,unknown,,,0,0,2012-12-31,2012-12-31,1,110000.0,,,0,1
134140,c:278393,Xiaoying,xiaoying,photo_video,operating,,CHN,,China - Other,,,0,0,2013-11-10,2013-11-10,1,815037.0,,,0,1
134150,c:278401,Kili,kili,semiconductor,operating,,CAN,"PO Box 366, Toronto, Ontario",TBD,,,0,0,2013-11-07,2013-11-07,1,345000.0,,,0,2
134157,c:278409,ReGenX Biosciences,regenx biosciences,biotech,operating,,USA,Washington,Washington DC,,,0,0,2013-11-07,2013-11-07,1,7891875.0,,,0,3
134169,c:27842,ChipX,chipx,semiconductor,acquired,2007-01-01,USA,"San Jose,",SF Bay,,,0,0,2008-07-22,2008-07-22,1,4000000.0,1995-01-01,1995-01-01,1,2
134179,c:27843,IntraOp Medical,intraop medical,medical,operating,,USA,Sunnyvale,SF Bay,,,0,0,2007-01-01,2009-07-20,3,7200000.0,,,0,0
134190,c:27844,SunLink,sunlink,cleantech,operating,,USA,San Rafael,SF Bay,,,0,0,2009-07-20,2009-11-09,2,2900000.0,2012-01-01,2012-01-01,1,3
134197,c:278447,Theron Pharmaceuticals,theron pharmaceuticals,biotech,operating,,USA,Sunnyvale,SF Bay,,,0,0,2010-05-17,2011-05-19,2,1620220.0,,,0,5
134198,c:278448,ScripsAmerica,scripsamerica,biotech,operating,2008-01-01,USA,Tysons Corner,Washington DC,,,0,0,2013-11-07,2013-11-07,1,200537.0,,,0,3
134200,c:278451,Mobile Games Company,mobile games company,games_video,operating,2013-05-01,RUS,Moscow,Moscow,,,0,0,2013-04-01,2013-04-01,1,100000.0,2013-06-01,2013-06-01,1,5
134205,c:278456,Spinal Ventures,spinal ventures,hardware,operating,,USA,Pinckney,Detroit,,,0,0,2013-11-08,2013-11-08,1,370200.0,,,0,1
134212,c:278464,Zebra Biologics,zebra biologics,biotech,operating,2013-01-01,USA,Concord,Boston,,,0,0,2013-11-08,2013-11-08,1,9000170.0,,,0,1
134217,c:278469,Bar Harbor BioTechnology,bar harbor biotechnology,biotech,operating,2006-01-01,USA,Trenton,TBD,,,0,0,2011-05-20,2011-05-20,1,280000.0,,,0,3
134226,c:278477,Asmacure Ltée,asmacure ltée,biotech,operating,,USA,Quebec,unknown,,,0,0,2011-05-18,2011-05-18,1,4004534.0,,,0,2
134228,c:278479,Satori Brands,satori brands,other,operating,,,,unknown,,,0,0,2013-02-12,2013-09-28,2,416000.0,,,0,1
134234,c:278484,Access Psychiatry Solutions,access psychiatry solutions,biotech,operating,2011-01-01,USA,Shoreline,Seattle,,,0,0,2011-05-20,2011-05-20,1,250000.0,,,0,3
134257,c:278506,Proton Therapy,proton therapy,biotech,operating,,USA,Bozeman,Bozeman,,,0,0,2011-05-19,2011-05-19,1,1015685.0,,,0,1
134273,c:278520,Louisville Solutions Incorporated,louisville solutions,hardware,operating,2011-04-05,USA,Louisville,Louisville,,,0,0,2011-05-20,2011-05-20,1,656250.0,,,0,1
134275,c:278522,Hypereight,hypereight,games_video,operating,,,,unknown,,,0,0,2013-07-13,2013-07-13,1,60000.0,,,0,2
134288,c:278534,Santh CleanEnergy Microgrid,santh cleanenergy microgrid,analytics,operating,,USA,Raleigh,unknown,,,0,0,2013-11-01,2013-11-01,1,10000.0,,,0,1
134300,c:278546,Ideal Network,ideal network,,operating,,USA,Seattle,Seattle,,,0,0,2011-05-20,2011-05-20,1,435830.0,,,0,1
134304,c:27855,Antenova,antenova,hardware,operating,1999-01-01,GBR,Stow-cum-Quy,Stow-cum-Quy,,,0,0,2008-10-21,2008-10-21,1,6500000.0,1999-01-01,1999-01-01,1,6
134305,c:278550,IF Technologies,if technologies,biotech,operating,,USA,Lexington,Lexington,,,0,0,2011-05-20,2011-05-20,1,325000.0,,,0,3
134313,c:278558,Nu-Pulse,nu pulse,biotech,operating,2010-01-01,USA,Tucson,Tucson,,,0,0,2011-05-19,2011-05-19,1,550000.0,,,0,1
134314,c:278559,TGS Knee Innovations,tgs knee innovations,biotech,operating,,USA,Plymouth,Minneapolis,,,0,0,2011-05-20,2011-05-20,1,1532250.0,,,0,2
134315,c:27856,ProspX,prospx,software,operating,2005-01-01,USA,Austin,Austin,,,0,0,2008-12-15,2013-05-16,3,22747643.0,2008-01-01,2010-06-22,2,18
134316,c:278560,FitFully,fitfully,ecommerce,operating,2012-11-05,ISR,Tel Aviv,Tel Aviv,,,0,0,2013-11-19,2013-11-19,1,50000.0,2013-04-01,2013-11-19,2,4
134318,c:278562,Silvergate Pharmaceuticals,silvergate pharmaceuticals,biotech,operating,2010-01-01,USA,Dublin,Columbus,,,0,0,2011-05-20,2011-05-20,1,3015000.0,,,0,1
134320,c:278564,Ostial Solutions,ostial solutions,biotech,operating,2003-01-01,USA,Kalamazoo,Kalamazoo,,,0,0,2011-05-17,2011-05-17,1,137530.0,,,0,2
134325,c:278569,Validic,validic,health,operating,2010-01-01,USA,Durham,Raleigh-Durham,,,0,0,2013-11-15,2013-11-15,1,760000.0,2012-12-01,2012-12-01,1,3
134326,c:27857,Setera Communications,setera communications,public_relations,operating,2005-01-01,FIN,,Finland - Other,,,0,0,2008-11-27,2008-11-27,1,6440000.0,,,0,0
134328,c:278571,Lumeta,lumeta,software,operating,2000-01-01,USA,Somerset,Somerset,,,0,0,2011-01-05,2013-05-11,2,901051.0,,,0,4
134337,c:27858,Augure,augure,,operating,,FRA,Paris,Paris,,,0,0,2005-02-16,2008-09-30,3,18832400.0,2007-01-01,2007-01-01,1,2
134354,c:278599,Askem,askem,mobile,operating,2013-02-01,ISR,Tel Aviv,Tel Aviv,,,0,0,2013-11-11,2013-11-11,1,550000.0,2013-06-01,2013-06-01,1,6
134376,c:278620,Beehive Industries,beehive industries,software,operating,2011-03-01,USA,Lincoln,Omaha,,,0,0,2011-03-01,2011-03-01,1,1000000.0,2011-03-01,2011-03-01,1,1
134380,c:278624,HealthySmack,healthysmack,social,operating,2013-11-07,,,unknown,,,0,0,2013-11-07,2013-11-07,1,500000.0,,,0,1
134390,c:278633,itBit,itbit,finance,operating,2012-04-01,SGP,AIA Tower,TBD,,,0,0,2013-11-11,2013-11-11,1,3250000.0,2013-11-11,2013-11-11,1,0
134414,c:278657,Bio-Key International,bio key international,biotech,operating,1993-01-01,USA,Suite A Wall,TBD,,,0,0,2013-11-11,2013-11-11,1,3697100.0,,,0,2
134416,c:278659,Nova Southeastern University,nova southeastern university,education,operating,,USA,,Florida - Other,,,0,0,2013-11-11,2013-11-11,1,1000000.0,,,0,1
134418,c:278660,GogoCoin,gogocoin,,operating,2013-04-01,USA,,California - Other,,,0,0,2013-10-09,2013-10-09,1,5000.0,2013-11-01,2013-11-01,1,2
134422,c:278665,Yododo,yododo,travel,operating,2006-01-01,CHN,,China - Other,,,0,0,2013-11-11,2013-11-11,1,4000000.0,,,0,0
134427,c:27867,White Sky,white sky,advertising,operating,,USA,Mt View,SF Bay,,,0,0,2006-09-26,2012-06-18,4,26525002.0,2009-05-01,2009-05-01,1,9
134466,c:278704,Itineris,itineris,software,operating,2003-01-01,BEL,Deurle,Deurle,,,0,0,2013-11-11,2013-11-11,1,10936100.0,,,0,0
134472,c:27871,GigaTrust,gigatrust,software,operating,,USA,Herndon,Washington DC,,,0,0,2008-09-29,2008-09-29,1,11000000.0,2009-01-01,2010-07-06,2,1
134473,c:278710,Avenal Community Health Center,avenal community health center,health,operating,,USA,Avenal,TBD,,,0,0,2013-11-11,2013-11-11,1,650000.0,,,0,0
134475,c:278712,Tulare Community Health Clinic,tulare community health clinic,health,operating,1995-01-01,USA,Tulare,TBD,,,0,0,2013-11-11,2013-11-11,1,316667.0,,,0,3
134477,c:278714,United Health Centers,united health centers,health,operating,,USA,Parlier,TBD,,,0,0,2013-11-11,2013-11-11,1,704167.0,,,0,4
134479,c:278716,Family HealthCare Network,family healthcare network,nonprofit,operating,1976-01-01,USA,Visalia,Visalia,,,0,0,2013-11-11,2013-11-11,1,726694.0,,,0,1
134492,c:27873,Active Circle,active circle,software,operating,,,,unknown,,,0,0,2005-11-07,2008-09-08,2,13360000.0,,,0,0
134495,c:278732,Dinomarket,dinomarket,ecommerce,operating,2008-06-01,IDN,Jakarta,Jakarta,,,0,0,2011-11-01,2011-11-01,1,6000000.0,,,0,1
134514,c:27875,Artificial Solutions,artificial solutions,mobile,operating,2001-01-01,ESP,Barcelona,Barcelona,,,0,0,2008-09-18,2013-06-25,2,18826300.0,,,0,1
134541,c:278779,Think Realtime,think realtime,advertising,operating,2009-01-01,USA,Edison,Edison,,,0,0,2011-05-12,2011-05-12,1,200000.0,,,0,2
134545,c:278782,Amgen Biotech Experience,amgen biotech experience,biotech,operating,,,,unknown,,,0,0,2013-11-11,2013-11-11,1,2500000.0,,,0,0
134550,c:278787,Innovative Healthcare,innovative healthcare,biotech,operating,2009-01-01,USA,Bellevue,Seattle,,,0,0,2011-05-19,2011-05-19,1,871255.0,,,0,4
134553,c:27879,TouristWay,touristway,software,closed,2003-07-02,AUT,Vienna,Vienna,,,0,0,2006-05-11,2006-05-11,1,160000.0,2008-01-01,2008-01-01,1,1
134560,c:278796,LoanLogics,loanlogics,finance,operating,2007-01-01,USA,Fort Washington,Philadelphia,,,0,0,2011-05-17,2013-12-05,2,12436303.0,,,0,4
134572,c:278807,CRS Electronics,crs electronics,hardware,operating,1998-01-01,CAN,Welland,TBD,,,0,0,2011-05-17,2011-05-17,1,668421.0,,,0,1
134584,c:27882,PocketMobile,pocketmobile,software,operating,,SWE,Stockholm,Stockholm,,,0,0,2008-11-14,2008-11-14,1,6350000.0,2008-01-01,2008-01-01,1,1
134587,c:278822,Naartjie,naartjie,ecommerce,operating,1989-01-01,USA,Salt Lake City,Salt Lake City,,,0,0,2011-05-17,2011-05-17,1,2000000.0,,,0,3
134590,c:278825,Elm City Market Community,elm city market community,web,operating,2009-01-01,USA,New Haven,New Haven,,,0,0,2011-05-09,2011-05-09,1,1555000.0,,,0,1
134594,c:27883,Telepo,telepo,enterprise,operating,2003-01-01,SWE,Stockholm,Stockholm,,,0,0,2006-09-21,2010-08-26,3,23990000.0,,,0,12
134600,c:278835,GLOBAL CONNECTION HOLDINGS,global connection holdings,mobile,operating,,USA,Atlanta,Atlanta,,,0,0,2011-05-13,2011-05-13,1,1100000.0,,,0,1
134604,c:27884,Smartesting,smartesting,software,operating,2003-01-01,FRA,,France - Other,,,0,0,2005-09-01,2008-11-13,2,8520000.0,,,0,0
134607,c:278845,SynAgile,synagile,biotech,operating,,USA,Piedmont,TBD,,,0,0,2011-05-04,2011-05-04,1,898618.0,,,0,2
134615,c:278854,Shijiebang,shijiebang,,operating,,CHN,,China - Other,,,0,0,2013-11-12,2013-11-12,1,10000000.0,,,0,0
134620,c:27886,Cylande,cylande,software,operating,1986-01-01,FRA,Roubaix,Roubaix,,,0,0,2008-12-04,2010-04-30,2,20800000.0,,,0,1
134623,c:278863,Gearbox Software,gearbox software,software,operating,1999-02-01,USA,Plano,Dallas,,,0,0,2013-11-12,2013-11-12,1,16000.0,,,0,0
134634,c:278874,Envisia Therapeutics,envisia therapeutics,biotech,operating,2013-01-01,USA,Morrisville,Raleigh-Durham,,,0,0,2013-11-12,2013-11-12,1,25000000.0,,,0,4
134642,c:278881,Apex Clean Energy,apex clean energy,cleantech,operating,,USA,Charlottesville,Charlottesville,,,0,0,2013-11-12,2013-11-12,1,5600000.0,,,0,3
134650,c:27889,Agiliance,agiliance,,operating,2005-01-01,USA,Sunnyvale,SF Bay,,,0,0,2005-08-23,2012-10-01,4,18955361.0,2010-01-01,2010-01-01,1,15
